Latency (ms)
10.7800
136.2400
148.3100
148.2100
158.2900
149.7600
149.4300
138.8500
149.4800
160.0700
148.2200
137.8600
148.5200
150.2100
148.6000
148.4500
159.2000
148.5300
148.0900
160.7700
149.1800
158.9500
138.5700
157.0500
139.2800
148.3500
149.4400
150.2200
149.4100
157.9400
148.9800
138.5900
146.5000
152.5000
160.6000
139.3600
137.3400
148.5100
161.0900
137.8800
147.7800
158.2000
148.6300
139.5100
149.4300
150.5900
147.1600
149.0800
149.0900
150.5400
149.2200
148.5000
147.6100
148.9800
147.4400
147.1000
148.4400
148.0200
148.7100
137.6900
159.1900
148.2400
137.4800
149.1000
158.8000
138.6600
147.6900
158.9400
148.2600
149.7400
149.4100
148.0700
150.0700
138.5600
148.2200
137.7000
159.0700
137.8700
148.3500
148.2500
137.0800
159.6200
147.3400
147.2400
147.8200
149.5800
158.8200
139.1800
159.9200
149.1000
159.1500
149.1300
138.0800
158.5800
148.8400
148.9300
148.7200
138.1600
158.4900
137.7900
149.0700
148.1700
146.5800
137.4200
147.8000
148.5300
148.8600
148.1200
147.6200
149.2200
147.8500
159.2100
148.0200
148.9000
148.6400
149.7700
149.0100
149.0600
148.1200
149.0100
160.6300
148.6200
149.3500
147.0600
159.9100
147.7000
137.3700
147.8100
147.9300
146.8700
147.5200
149.0900
148.2700
147.7600
147.4400
147.2600
136.9100
147.9100
158.7800
148.1400
148.3900
148.6000
148.3900
148.0500
147.1600
158.7800
148.5600
137.3500
160.0200
147.4300
148.7700
148.3300
159.3900
148.8100
138.3500
148.0300
137.4200
158.8300
147.8700
148.3700
147.8100
160.4500
137.8700
147.5000
147.6500
147.5200
147.8100
137.6800
148.6600
157.4800
149.0800
146.6400
147.7000
160.5300
148.9700
148.4300
147.6600
147.5300
148.0300
137.0100
157.6200
137.4300
150.6600
147.7700
147.5400
146.5800
148.2500
158.9800
137.6900
157.8000
137.8200
147.5200
160.0300
148.0800
137.8100
148.4300
148.8000
148.4800
146.9000
158.8400
148.8200
148.6400
148.4400
148.2600
150.1600
148.1500
149.3600
147.5500
146.9900
147.2200
147.3100
148.3400
157.8800
148.6600
137.2100
147.6200
147.7700
137.5400
157.3500
136.9900
147.1800
147.4900
148.5200
147.8600
138.4200
147.6300
148.5900
148.7700
147.4300
147.9600
137.2700
148.6600
148.0900
157.9500
137.9900
147.8300
157.8100
148.4000
148.6300
138.3400
159.7600
146.7200
159.0100
148.4800
148.6200
148.9500
138.0600
148.7200
147.8900
158.7100
137.7700
148.2200
147.9000
156.9900
148.8500
148.2100
149.1000
147.5000
147.6200
148.1700
147.7100
136.9000
148.1900
158.7000
147.6200
136.6600
148.2200
147.8700
148.4800
148.1800
148.0600
149.9200
148.4900
160.5300
148.3200
137.8400
146.8700
157.9500
148.0000
148.3100
147.9500
147.8000
147.3500
148.3900
148.7800
148.5500
137.1100
147.5200
148.1800
148.0500
149.0400
148.7700
138.8000
148.8000
147.4400
158.8900
148.4800
138.1400
157.8800
147.9900
147.3900
148.6800
148.6200
148.9800
148.2000
147.6100
147.4300
148.3300
159.5000
147.5000
147.5000
157.7000
148.4800
157.9100
148.0600
137.8500
148.4100
146.3300
147.4300
157.8000
147.6200
148.3500
158.2800
146.6400
148.9400
148.2600
148.4700
158.6600
148.5600
148.5200
148.9300
137.8500
149.8300
148.3900
149.0700
148.2200
149.5000
147.4400
147.4800
147.4100
148.7100
148.0400
158.9500
148.8700
147.6200
149.5200
147.0600
138.0900
147.4800
146.9000
148.2800
149.0700
149.3300
146.7500
149.1000
148.6900
147.4100
148.7100
148.0400
149.0500
147.2900
148.3100
148.9500
146.7900
148.5200
148.0400
159.5100
137.4400
147.9100
147.7300
147.8500
147.1800
138.1900
148.8900
148.3600
158.5500
149.7100
146.9700
147.4900
148.3400
148.8300
147.8000
158.0000
148.4700
148.0200
148.9500
157.5100
148.5400
147.5500
137.4300
158.8400
137.6000
148.5100
159.0600
146.6500
147.6900
147.4500
148.1200
146.5800
148.4900
148.0600
148.4400
148.8400
146.6400
148.8600
148.6500
147.6800
147.6900
148.1900
158.9900
146.3600
148.6600
158.3400
147.0600
148.2000
149.2500
147.1400
157.7000
137.4900
149.2100
148.8200
147.0600
149.4200
147.6800
148.3500
148.8600
148.9100
159.2400
147.7300
148.7200
148.1200
159.6200
137.5100
147.9100
147.3600
148.5400
148.0300
147.9200
158.2800
148.0600
147.0800
148.6200
147.1200
158.6900
137.7000
147.8700
148.8200
148.5600
148.8200
148.4700
147.6400
156.9200
148.9800
157.5900
147.6700
148.4000
148.3700
137.8700
147.9600
148.4400
147.1400
147.9200
147.6800
147.6100
147.7000
148.3000
159.9500
147.7100
147.9900
147.3700
148.2400
147.1200
147.1600
147.8400
148.9700
147.9000
148.2200
146.8700
147.9600
148.2300
149.2200
149.9300
148.6500
147.5900
148.1600
147.5000
147.5500
148.5600
136.8000
158.3800
148.8300
148.8600
148.1800
149.8300
150.5000
149.2000
149.2200
157.3700
148.4200
148.4200
149.7300
148.6700
148.4000
150.0700
149.2100
148.9400
137.5700
148.7800
149.2500
147.8900
149.0400
147.2100
158.8600
148.2400
149.0300
158.3000
148.6000
147.7900
148.0900
148.3700
147.9100
147.6800
147.8200
148.4500
137.6900
147.7000
149.8600
148.8700
149.7300
147.9400
147.2500
149.0300
148.8100
160.0200
148.3800
138.2700
158.4300
147.9800
148.4900
137.5300
160.2000
148.7900
148.0100
148.4100
148.9900
138.1300
148.2300
148.2800
159.9400
137.9600
148.3500
147.8000
149.2600
147.3700
149.4800
149.5000
149.6800
159.3500
139.3500
148.3900
137.5700
160.5500
148.9300
149.3600
149.2100
137.6300
149.2000
148.1700
149.5300
148.1100
148.3500
149.6400
150.2300
149.1300
139.2400
148.6600
147.2000
147.8200
148.2000
159.9300
137.6000
148.2700
148.3300
148.1900
149.0500
148.7200
148.6600
147.8700
149.1100
149.1800
148.0500
137.2600
148.8800
147.9600
148.6700
158.9400
149.2000
137.5600
158.7400
137.7700
137.9400
158.9500
147.9500
148.2000
148.2800
148.3400
147.5200
149.4000
146.9200
149.1600
158.2000
148.7300
148.2800
138.4600
148.4400
148.1800
148.1800
148.2100
137.4600
158.6800
150.0800
147.2900
157.5600
147.6900
147.6600
149.1000
147.9900
157.9000
148.8900
147.5800
148.5400
157.3700
146.6500
146.9500
148.9500
147.3300
147.8800
137.7100
147.5200
149.3000
147.1000
149.1500
148.1100
148.8500
147.2500
159.6000
148.0200
147.7800
158.3600
136.8400
148.9300
147.5900
148.2400
147.4000
148.2200
149.0100
136.8400
148.5400
146.8200
148.1600
148.2600
147.1100
159.6200
148.7100
147.6300
147.8100
147.5500
137.2500
158.6900
148.5700
148.7800
138.4300
157.4100
147.8300
