Latency (ms)
29.0700
70.5900
175.1800
153.4700
155.1500
154.7700
153.9300
153.2700
156.6400
155.0400
154.4700
153.5700
154.2000
154.9000
154.7400
154.8300
155.2100
154.6900
153.3100
156.5600
155.4300
155.5900
153.3200
153.3900
155.4100
154.3400
155.2000
154.8200
153.6200
157.0100
153.6700
155.0600
156.3600
154.2100
156.0100
154.4300
154.9900
154.2800
155.5700
154.4400
156.1300
158.3000
155.7700
154.8800
153.4200
155.1000
154.6700
155.2700
154.6000
154.3300
153.5000
154.8400
156.2100
154.9500
156.8600
154.6400
152.9500
153.8500
154.9300
155.9000
156.5000
155.3800
155.3100
155.2500
156.4900
155.7100
154.3900
153.6700
154.3200
157.5400
153.7400
154.4100
155.5500
154.5700
155.3400
154.7500
155.8000
155.2300
155.4200
155.0500
153.1800
153.4000
154.7400
155.2700
154.9400
153.7500
154.0600
156.5700
155.1700
153.5300
156.1400
153.5600
154.9400
156.8700
154.3300
154.0800
155.7200
154.6100
156.6200
155.7600
153.5400
156.1900
154.9100
154.7700
155.0400
153.1100
154.1000
154.5300
154.2400
155.0400
156.6500
154.9500
157.1200
154.6500
153.6800
153.4400
154.1100
154.1100
155.2000
155.6200
155.9900
154.4800
156.1300
154.6100
154.2100
152.4400
156.2200
156.2600
155.1600
155.1400
155.1300
155.9900
156.7700
154.7800
152.3300
154.5700
154.9200
155.7000
154.1600
155.5100
157.2100
154.7600
157.2500
153.1300
153.1800
153.6700
157.7700
153.2100
155.4300
156.4300
156.9700
155.0300
154.8300
156.9300
153.9000
155.3000
155.3200
156.3500
154.6600
153.8900
156.4500
154.1500
155.9900
153.8300
154.6000
156.7800
154.4800
153.5800
155.0700
152.9200
156.3600
155.2300
155.3300
154.9400
155.3300
156.5100
155.6400
154.0900
155.1500
153.7700
156.1900
155.9800
154.6900
156.1200
155.0600
155.6500
156.8800
157.3400
156.9600
155.3300
155.9700
153.8700
154.5300
155.6000
158.2000
154.4800
154.5500
155.1800
155.6400
155.7700
153.8900
155.7500
155.4800
155.6900
155.7700
149.7400
161.6000
152.8900
155.4100
154.5300
154.6300
152.8800
155.8000
155.5300
154.5300
154.9100
154.2300
153.2000
153.5800
154.4900
155.5500
152.0000
155.4700
156.9500
153.8200
153.4500
154.5100
156.8300
154.5800
156.0100
154.6700
154.7300
140.3100
169.1200
156.5700
155.8500
155.3500
154.2900
154.0600
155.0400
156.1900
152.5700
154.6800
154.3000
155.2500
156.8100
153.7600
156.5000
155.8000
156.3900
154.4900
155.2800
156.1100
155.2000
154.6100
153.3600
155.2100
156.9500
154.4300
155.1700
155.0400
155.4600
156.4300
155.0300
155.8200
152.6600
155.7300
156.3400
151.7200
150.5600
150.7900
154.6300
155.5800
158.3400
153.9200
153.0100
154.1100
154.8600
153.2500
154.1900
153.6900
152.1100
156.1300
157.3600
154.0700
155.7100
153.5900
155.5400
157.0200
155.9700
156.1800
154.8100
155.0800
154.9500
153.8200
155.7100
154.0000
153.8300
154.7600
155.3900
154.2800
155.2600
154.2500
157.1500
153.2000
153.0400
154.9900
155.4100
154.6700
153.1100
156.3100
156.9800
155.8700
154.9600
155.5100
155.2500
153.7200
154.6000
153.5400
153.5200
154.7400
156.0300
155.3800
153.4000
154.5100
153.4500
155.2000
156.9700
154.3500
155.9300
155.6200
144.8400
164.2900
157.2500
158.7200
153.0600
156.0500
154.7800
155.1500
155.9300
155.0800
156.7300
153.7300
154.8900
154.3900
143.1200
168.0800
155.4600
155.0700
154.5500
155.1600
155.4600
153.1300
155.0700
154.8100
154.1500
156.5400
154.2500
155.4200
155.4200
155.8000
153.4400
155.4300
155.3100
154.1100
154.3000
155.5900
155.5100
154.0200
154.5400
155.0500
153.5900
154.1100
155.2400
155.3000
156.5500
156.8200
155.0800
155.0100
154.7900
155.0500
154.3800
154.4900
155.2100
154.4400
153.5400
153.8000
155.3200
153.5100
154.6000
154.9100
156.3400
155.6300
154.6300
155.4800
155.7400
155.0200
154.8800
153.7600
155.0100
154.8800
155.3300
155.7800
152.7000
153.3300
151.9100
148.3800
149.0600
153.2500
156.3500
153.3000
155.5500
154.2700
154.0100
155.8100
155.9900
154.2300
154.4300
156.6900
153.2000
153.6000
153.9400
156.5800
154.8700
154.6400
157.5500
154.7700
155.9800
154.3300
155.5900
155.8500
154.5600
154.5300
154.4900
155.1900
157.3500
156.4800
154.5700
155.1000
152.7500
155.3300
154.9400
155.0500
154.7600
153.0900
153.5800
154.4900
154.7400
153.7000
154.2400
154.7700
155.3300
154.0400
156.9700
154.8000
155.2800
153.1500
154.4900
153.7100
155.9100
156.2300
154.8600
153.8100
153.8100
156.1000
155.8000
155.7300
154.2900
156.8700
154.3900
154.2300
155.4000
156.8800
141.5300
168.9800
155.1500
156.0300
157.3300
154.1800
156.2500
155.1400
154.4400
155.2200
152.7700
155.7300
154.0400
154.3400
153.6300
154.6200
156.1400
152.9000
153.2200
155.5500
154.9200
155.2300
156.0800
155.0800
153.8200
156.1400
154.4600
155.3600
153.2300
154.4700
154.2600
155.0000
155.7800
154.3600
154.3500
156.0000
155.5100
156.7200
154.5600
155.4400
154.6000
153.8300
155.7900
157.0400
153.4000
154.9800
154.5900
154.7100
153.7100
156.0500
154.1400
153.2200
154.5900
156.1300
155.6800
155.8000
155.5500
156.6200
156.9500
154.6100
151.1200
156.3800
152.2100
154.3100
154.9600
155.4100
152.8100
155.1200
156.3400
153.2300
154.6300
152.6700
154.6000
154.2300
155.3700
154.6500
154.4200
153.2100
155.6700
153.9400
155.3300
154.0900
154.5100
156.2100
154.2600
154.3600
154.6800
155.0000
157.6300
156.0400
155.1400
155.7800
155.7300
152.2800
153.4400
155.2600
152.0500
153.9200
154.2100
155.7100
155.7800
155.7700
154.3700
155.5700
154.2000
155.3200
157.6500
154.5400
153.5000
155.8600
154.4100
154.6700
154.1700
154.0300
154.2800
156.2400
153.6500
156.5000
154.9900
155.5000
157.0200
154.8500
153.1000
153.4800
155.9200
158.1600
154.2800
154.7800
152.9900
153.7300
153.4800
152.8900
154.3100
155.0400
154.6800
154.5800
154.2800
154.8500
156.0900
155.4000
153.3500
156.8100
155.0300
155.6800
154.2500
156.2900
154.3500
155.6200
154.7900
153.5600
154.2300
153.0700
154.8500
154.8100
154.7900
154.1300
154.9600
156.1300
155.4400
156.5500
157.7400
153.7600
154.9300
152.4600
152.4100
155.3800
153.4000
153.4500
155.6500
155.5300
154.7900
155.1200
153.9600
155.8700
155.4100
153.4100
154.6700
154.3700
157.5200
153.9600
154.0000
152.9400
154.2800
153.6800
155.5800
154.6200
156.3300
144.3800
163.5500
154.5000
155.6900
153.5200
155.0400
154.1900
157.5900
153.8700
154.9200
153.9600
156.3500
154.5000
156.1600
155.6100
157.2500
154.6100
155.6200
155.7000
154.7000
156.3100
155.5000
153.5300
155.4000
155.0800
153.2900
156.1800
153.1000
152.3800
153.1600
154.7900
156.7900
153.8800
154.4500
155.0600
153.7700
153.8000
154.2400
155.3300
156.0600
154.0700
156.5900
155.5700
156.3700
154.1000
155.5800
153.8200
153.4900
153.5800
153.5600
151.9300
153.3200
154.5900
153.6500
155.3800
153.2800
154.2700
156.2900
155.5500
154.9000
154.5200
154.7700
156.3400
154.8900
155.0700
152.9800
152.3400
152.2400
150.7700
154.8000
154.7800
156.0000
153.8500
154.6200
154.8600
152.9900
154.2000
154.8400
156.1000
156.4400
155.0100
155.8900
154.8200
156.8600
155.6300
156.3300
156.5200
154.8900
156.6100
155.6900
155.4800
155.5700
154.5100
154.2700
157.7300
153.6300
155.3800
154.1900
157.0300
154.8700
155.7100
156.1100
153.7500
155.2700
153.0200
151.4200
155.1200
155.4700
155.0200
154.2700
153.9300
155.4900
155.6600
156.6800
155.3000
156.2200
155.4300
155.8500
154.4600
152.0000
154.1400
153.7300
153.3300
154.6600
152.6900
156.7700
155.9200
157.0400
155.2700
155.3300
155.4000
154.6500
140.9000
167.7600
153.1300
154.7000
154.7400
153.9600
155.2700
154.9500
155.5900
155.8500
155.8600
154.8600
156.9100
154.1600
154.2100
155.6200
153.7600
155.9500
153.1900
154.3700
154.6800
155.7800
155.7100
155.9600
153.9000
155.4500
154.8200
153.0800
154.8900
153.5100
156.3500
156.4500
153.5000
154.9500
157.3300
154.9600
154.6300
156.1600
155.3800
152.5700
155.5900
155.0500
155.9100
154.3200
154.2900
155.7000
154.7900
154.6000
154.3200
155.8600
153.4900
154.3700
154.4300
157.1400
156.1800
155.8700
155.8100
154.2000
145.7500
164.9500
154.6900
153.3900
152.8300
155.4500
154.3400
153.7500
153.9900
154.7600
155.8900
154.2200
156.8100
154.1600
153.8000
158.1600
154.0700
155.1300
151.9100
155.8300
155.8000
155.4500
153.6500
153.6300
154.8000
155.6400
156.9300
155.1300
152.4200
154.8600
151.9000
156.2600
153.3800
155.3000
153.7700
156.8400
155.2300
152.6300
152.8000
153.9200
154.9600
155.8400
154.7600
155.4900
154.2500
153.5600
156.4200
155.5500
154.1200
155.2000
152.5800
154.7000
154.6500
157.4200
154.2600
157.3800
156.4400
154.6300
153.4800
153.2700
154.8700
153.7200
156.1400
153.5900
157.8900
154.9900
152.9500
154.6400
155.2600
154.8000
153.4400
156.2600
155.4500
154.3400
156.0400
153.3500
154.0300
156.3400
154.5600
155.3600
152.6600
154.6300
152.2600
153.6900
154.3600
155.6300
157.7200
153.9300
152.9900
154.7400
153.6700
155.2800
156.4600
158.2200
155.1300
155.3800
153.0000
153.9300
154.5200
156.3400
154.7200
154.9600
154.8400
154.2100
154.8600
154.9500
154.2200
154.5600
155.8100
154.6500
155.9800
153.6300
154.5600
154.4000
155.9700
154.1900
153.5300
157.1000
154.5300
155.9700
153.0700
156.0400
154.4300
156.0000
155.3800
154.9500
155.7600
156.0400
154.4800
155.1900
154.7500
156.8100
153.0900
155.4000
154.5700
155.3000
156.5300
155.6600
153.7000
155.4000
156.8700
156.0000
154.3500
156.8400
155.6800
153.7300
154.8700
153.8700
154.8500
154.2900
155.4900
29.0700
154.6900
175.1800
